ID,Address,AssessedValue
150 627 715,75    OLIVE AV  ,"766,400"
150 627 716,81    OLIVE AV  ,"613,800"
150 627 717,15    BEACHVIEW AV  ,"571,000"
150 627 718,23    BEACHVIEW AV  ,"585,800"
150 627 719,35 35B  BEACHVIEW AV  ,"804,100"
150 627 720,43    BEACHVIEW AV  ,"670,500"
150 627 721,61    BEACHVIEW AV  ,"753,000"
150 627 722,63    BEACHVIEW AV  ,"703,900"
150 627 723,71    BEACHVIEW AV  ,"479,500"
150 627 724,16    BEACHVIEW PL  ,"913,400"
150 627 725,8    BEACHVIEW PL  ,"923,900"
150 627 740,32    LAKE ST  ,"795,000"
150 627 741,22    LAKE CR  ,"1,286,700"
150 627 744,38    LAKE ST  ,"816,700"
150 627 745,26    LAKE ST  ,"799,500"
150 627 746,20    LAKE ST  ,"775,400"
150 627 747,1    SECOND ST  ,"643,400"
150 627 748,11    SECOND ST  ,"720,900"
150 627 749,17    SECOND ST  ,"798,500"
150 627 750,23    SECOND ST  ,"835,500"
150 628 805,12    DUKE ST  ,"603,400"
150 628 806,8    DUKE ST  ,"631,700"
150 628 807,28    CANYON ST  ,"161,600"
150 628 808A,     CANYON ST  ,"58,500"
150 628 809,     HURD ST  ,"46,200"
150 628 810,  WEST  CANYON ST  ,"57,800"
150 628 810A,     HURD ST  ,"64,900"
150 628 810B,     CANYON ST  ,"63,600"
150 628 811,  WEST  CANYON ST  ,"85,700"
150 628 812,     CANYON ST  ,"82,900"
150 628 813,     HURD ST  ,"57,200"
150 628 815,     HURD ST  ,"30,500"
150 628 816,     HURD ST  ,"57,800"
150 628 817,     BLAKE ST  ,"34,500"
150 628 818,     HURD ST  ,"87,000"
150 628 819,     BLAKE ST  ,"67,500"
150 628 820,     BLAKE ST  ,"33,800"
150 628 821,     HURD ST  ,"57,800"
150 628 822,     HURD ST  ,"81,700"
150 628 823,     BLAKE ST  ,"57,800"
150 628 824,     BLAKE ST  ,"38,600"
150 628 825,     HURD ST  ,"53,000"
150 628 826,     BLAKE ST  ,"57,800"
150 628 827,     BLAKE ST  ,"26,300"
150 628 858,     HURD ST  ,"34,900"
150 629 909,70    TEA PARTY WY  ,"992,400"
150 629 917 A,39    SECOND ST A,"810,100"
150 629 917 B,41    SECOND ST B,"817,000"
150 629 918 A,33    SECOND ST A,"838,700"
150 629 918 B,35    SECOND ST B,"806,000"
150 629 919 01,27    SECOND ST  ,"759,100"
150 629 919 02,29    SECOND ST  ,"794,100"
150 629 923,90    SUMMIT ST  ,"654,700"
150 629 924,98    SUMMIT ST  ,"700,900"
150 629 925,104    SUMMIT ST  ,"839,600"
150 629 926,39    LAKE ST  ,"888,300"
150 629 927,31    LAKE ST  ,"844,400"
150 629 928,25    LAKE ST  ,"839,700"
150 629 929,21    LAKE ST  ,"843,900"
150 629 930,15    LAKE ST  ,"781,200"
150 629 931,7    LAKE ST  ,"735,900"
150 629 932,21    LAKE CR  ,"810,500"
150 629 933,17    LAKE CR  ,"772,800"
150 629 939,16    LAKE ST  ,"768,600"
150 629 940,8    LAKE ST  ,"758,000"
150 629 941,2    LAKE ST  ,"829,400"
151 627 770,474 488  BROADWAY  ,"97,437,200"
151 627 771,448 450  BROADWAY  ,"2,062,300"
151 627 771A,468    BROADWAY  ,"524,500"
151 627 772,438    BROADWAY  ,"3,179,000"
151 627 775,420    BROADWAY  ,"1,430,000"
151 627 776,106    BOWMAN ST  ,"618,300"
151 627 777,102    BOWMAN ST  ,"596,600"
151 627 778,98    BOWMAN ST  ,"699,800"
151 627 779,88    BOWMAN ST  ,"633,400"
151 627 780A,82    BOWMAN ST  ,"715,000"
151 627 780B,     WOODLAND ST  ,"41,400"
151 627 781,76    BOWMAN ST  ,"537,400"
151 627 782 1,1    WOODLAND ST 1,"447,800"
151 627 782 9,1    WOODLAND ST 9,"471,500"
151 627 784,92    BOWMAN ST  ,"860,900"
151 627 796,113    NEAL ST  ,"672,700"
151 627 797L,14    HURD ST  ,"660,500"
151 627 798,115    NEAL ST  ,"673,700"
151 627 799,9    AUSTIN ST  ,"704,300"
151 628 800,15    AUSTIN ST  ,"661,600"
151 628 801 45,45    SUMMIT ST  ,"637,500"
151 628 801 47,47    SUMMIT ST  ,"637,500"
151 628 802,77    SUMMIT ST  ,"593,100"
151 628 805 1,65    SUMMIT ST  ,"743,400"
151 628 805 2,67    SUMMIT ST  ,"750,600"
151 628 806,61    SUMMIT ST  ,"774,500"
151 628 807,57    SUMMIT ST  ,"875,700"
151 628 808,53    SUMMIT ST  ,"799,000"
151 628 809,49    SUMMIT ST  ,"860,100"
151 628 872,83    SUMMIT ST  ,"595,400"
151 628 885,79    SUMMIT ST  ,"648,700"
151 628 886,107    SUMMIT ST  ,"639,100"
151 629 904,40    TEA PARTY WY  ,"900,400"
151 629 905,46    TEA PARTY WY  ,"897,300"
151 629 906,52    TEA PARTY WY  ,"932,600"
151 629 907,58    TEA PARTY WY  ,"970,000"
151 629 908,64    TEA PARTY WY  ,"863,300"
151 629 910,76    TEA PARTY WY  ,"993,600"
151 629 912,80    TEA PARTY WY  ,"972,200"
151 629 913 A,77    TEA PARTY WY A,"816,500"
151 629 913 B,79    TEA PARTY WY B,"816,500"
151 629 914 A,71    TEA PARTY WY A,"861,800"
151 629 914 B,73    TEA PARTY WY B,"798,800"
151 629 915,57    SECOND ST  ,"1,101,000"
151 629 916 A,45    SECOND ST A,"802,200"
151 629 916 B,47    SECOND ST B,"814,500"
151 632 201,140    NEAL ST  ,"632,200"
151 632 202 1,39    HURD ST  ,"618,900"
151 632 202 2,41    HURD ST  ,"542,200"
151 632 203 A,148 U-A  NEAL ST  ,"548,500"
151 632 203 B,148 U-B  NEAL ST  ,"513,300"
151 632 204 1,9    DUKE ST 1         ,"493,300"
151 632 204 2,11    DUKE ST 2         ,"469,000"
151 635 501,7    HURD ST  ,"1,014,800"
151 635 503,17    HURD ST  ,"641,400"
151 635 504,147    NEAL ST  ,"697,300"
151 635 507,48    SUMMIT ST  ,"752,800"
151 635 508,38 40  SUMMIT ST  ,"775,800"
152 505 501,947    SALEM ST  ,"792,100"
152 505 502,955    SALEM ST  ,"587,800"
152 505 503,961    SALEM ST  ,"528,200"
152 505 504,967 969  SALEM ST  ,"869,500"
152 505 505,985    SALEM ST  ,"814,600"
152 505 506,987 989  SALEM ST  ,"1,164,900"
152 505 507,997 999  SALEM ST  ,"1,147,200"
152 505 508,1003    SALEM ST  ,"693,000"
152 505 509,1015    SALEM ST  ,"612,700"
152 505 510,1007    SALEM ST  ,"837,900"
152 505 515,58    HUNTING ST  ,"795,000"
152 505 516,42    HUNTING ST  ,"565,900"
152 505 517,38    HUNTING ST  ,"598,200"
152 505 518,28    HUNTING ST  ,"878,600"
152 505 519,26    HUNTING ST  ,"619,200"
152 570 001,932    SALEM ST  ,"800,400"
152 570 002E,974 976  SALEM ST  ,"765,000"
152 570 002F,968 970  SALEM ST  ,"1,076,000"
152 570 003,357 357A  BROADWAY  ,"737,000"
152 570 004,359 361  BROADWAY  ,"703,600"
152 570 005,363    BROADWAY  ,"914,500"
152 570 006,365 367  BROADWAY  ,"756,000"
152 570 007,     PIERPONT LN  ,"373,400"
152 570 008A,980    SALEM ST  ,"825,300"
152 570 008B,     PIERPONT LN  ,"34,400"
152 570 009 1,990    SALEM ST 1,"575,700"
152 570 009 2,992    SALEM ST 2,"576,500"
152 570 010,998    SALEM ST  ,"670,200"
152 570 011,18    ROBERTS ST  ,"872,900"
152 570 012,34    ROBERTS ST  ,"666,700"
152 570 013,10    DIANES VIEW  ,"1,020,400"
152 570 014,     DIANES VIEW  ,"443,900"
152 570 015,14    DIANES VIEW  ,"858,500"
152 570 016,11    DIANES VIEW  ,"988,700"
152 570 017,417    BROADWAY  ,"431,700"
152 570 018,15    DIANES VIEW  ,"948,000"
152 570 019,  VL  BROADWAY  ,"294,900"
152 570 020,     BROADWAY  ,"741,200"
152 570 021,  VL  BROADWAY  ,"331,500"
152 570 022,     BROADWAY  ,"250,600"
152 570 023,     GROVE AVE  ,0
152 570 025,12    DIANES VIEW  ,"918,500"
152 570 026 1,17    DIANES VIEW 1,"652,700"
152 570 026 2,19    DIANES VIEW 2,"682,000"
152 570 055,12    ROBERTS ST  ,"876,100"
152 570 088,960    SALEM ST  ,"4,579,300"
152 571 176,47    ROBERTS ST  ,"862,800"
152 571 177,51    ROBERTS ST  ,"701,100"
152 571 178,55    ROBERTS ST  ,"614,300"
152 571 179,62    ROBERTS ST  ,"803,700"
152 571 180,58    ROBERTS ST  ,"622,800"
152 571 181,46    ROBERTS ST  ,"839,100"
152 571 182,42    ROBERTS ST  ,"823,400"
152 571 184,28    ROBERTS ST  ,"639,600"
152 571 185,413    BROADWAY  ,"472,700"
152 571 190 1,57    ROBERTS ST EX A,"718,500"
152 571 190 2,59    ROBERTS ST EX B,"773,500"
152 571 191,61    ROBERTS ST EX  ,"877,400"
152 571 192,     ROBERTS ST EX  ,"329,200"
152 571 193 63,63    ROBERTS ST EX  ,"656,100"
152 571 193 65,65    ROBERTS ST EX  ,"673,000"
152 571 194,68    ROBERTS ST EX  ,"972,900"
152 571 195,66    ROBERTS ST EX  ,"1,054,200"
152 571 196,     ROBERTS ST EX  ,"436,200"
152 571 197,64    ROBERTS ST EX  ,"876,900"
153 500 007,1176    EASTERN AV  ,"827,700"
153 501 101,231    BROADWAY  ,"783,900"
153 501 102,0    BROADWAY  ,"2,426,100"
153 501 103,273    BROADWAY  ,"1,487,900"
153 501 104,277 279  BROADWAY  ,"988,300"
153 501 105,7 9  PLAINFIELD AV  ,"676,600"
153 501 106,5 7  COLEMAN ST  ,"763,700"
153 501 107,11    COLEMAN ST  ,"873,100"
153 501 108,13    COLEMAN ST  ,"933,300"
153 501 109,23    COLEMAN ST  ,"903,200"
153 501 110,29    COLEMAN ST  ,"644,100"
153 501 111,234 240  PLAINFIELD AV  ,"6,946,200"
153 501 134,251 257  BROADWAY  ,"1,447,300"
153 501 135,267    BROADWAY  ,"801,200"
153 502 201,19    PLAINFIELD AV  ,"716,700"
153 502 203,43    PLAINFIELD AV  ,"693,400"
153 502 204,51    PLAINFIELD AV  ,"670,600"
153 502 205,96 102  COLEMAN ST  ,"2,057,900"
153 502 206,28 30  COLEMAN ST  ,"889,000"
153 503 301,281 303  BROADWAY  ,"11,500,000"
153 503 302,305 307  BROADWAY  ,"633,700"
153 503 303,311    BROADWAY  ,"680,700"
153 503 304,47    FULTON ST  ,"928,500"
153 503 305,20 26  COLEMAN ST  ,"4,722,700"
153 503 306,54 56  PLAINFIELD AV  ,"1,007,200"
153 503 307,16    PLAINFIELD AV  ,"804,800"
153 503 308,     FULTON ST  ,"279,400"
153 504 401,321    BROADWAY  ,"3,103,600"
153 504 402,27    HUNTING ST  ,"658,000"
153 504 403,29    HUNTING ST  ,"484,400"
153 504 404,35 37  HUNTING ST  ,"818,100"
153 504 405,45 51  HUNTING ST  ,"1,460,100"
153 504 406,46 48  FULTON ST  ,"941,200"
153 504 407,42 44  FULTON ST  ,"792,600"
153 504 408,38    FULTON ST  ,"664,600"
153 504 409,28 30  FULTON ST  ,"890,900"
154 500 008,1200    EASTERN AV  ,"1,620,600"
154 500 011,1236    EASTERN AV  ,"1,910,000"
154 500 012,1256    EASTERN AV  ,"1,532,100"
154 500 014,1302    EASTERN AV  ,"1,215,100"
154 506 601,89 95  PLAINFIELD AV  ,"4,215,600"
154 506 602,173 175  COLEMAN ST  ,"1,089,200"
154 506 603,179    COLEMAN ST  ,"716,700"
154 506 604,187    COLEMAN ST  ,"615,900"
154 506 605,193 199  COLEMAN ST  ,"563,500"
154 506 606,0    HUNTING ST  ,"33,064,300"
154 506 607,29    WESCOTT ST  ,"26,971,200"
155 505 511,1021    SALEM ST  ,"927,000"
155 505 512,1029    SALEM ST  ,"587,000"
155 505 513,     HUNTING ST  ,"411,200"
155 505 514,68    HUNTING ST  ,"605,800"
155 570 079 1,1096    SALEM ST  ,"601,000"
155 570 079 2,1098    SALEM ST  ,"601,000"
155 570 080 1,1108    SALEM ST  ,"604,300"
155 570 080 2,1110    SALEM ST  ,"609,100"
155 571 101 104,1048    SALEM ST  ,"539,100"
155 571 101 105,1050    SALEM ST  ,"549,500"
155 571 103 105,1054    SALEM ST  ,"562,900"
155 571 103 52,1052    SALEM ST  ,"562,600"
155 571 151,1128    SALEM ST  ,"621,600"
155 571 152,1124    SALEM ST  ,"757,700"
155 571 153,1120    SALEM ST  ,"550,100"
155 571 155 1,1090    SALEM ST 1         ,"595,600"
155 571 155 2,1092    SALEM ST 2         ,"572,600"
155 571 156 01,1080    SALEM ST  ,"469,200"
155 571 156 02,1082    SALEM ST  ,"439,200"
155 571 157,1068    SALEM ST  ,"600,100"
155 571 158 01,1076    SALEM ST  ,"430,900"
155 571 158 02,1078    SALEM ST  ,"430,900"
155 571 165,11    ROBERTS ST  ,"886,600"
155 571 166 036,1036    SALEM ST  ,"536,100"
155 571 166 038,1038    SALEM ST  ,"516,200"
155 571 166 040,1040    SALEM ST  ,"508,300"
155 571 166 042,1042    SALEM ST  ,"515,200"
155 571 166 044,1044    SALEM ST  ,"522,100"
155 571 166 046,1046    SALEM ST  ,"498,200"
155 571 167,1058    SALEM ST  ,"668,100"
155 571 168,1026    SALEM ST  ,"576,900"
155 571 169,9    ROBERTS ST  ,"795,000"
155 571 170,21    ROBERTS ST  ,"549,200"
155 571 171,29    ROBERTS ST  ,"521,100"
155 571 172,35    ROBERTS ST  ,"763,500"
155 571 191,33    ROBERTS ST  ,"600,500"
156 570 031,469    BROADWAY  ,"824,100"
156 570 032,475    BROADWAY  ,"511,800"
156 570 033,11    RIDGE HILL AV  ,"525,000"
156 570 034,17    RIDGE HILL AV  ,"553,900"
156 570 035,27    RIDGE HILL AV  ,"629,300"
156 570 036,28    RIDGE HILL AV  ,"593,900"
156 570 037,14    RIDGE HILL AV  ,"585,100"
156 570 038,483    BROADWAY  ,"785,000"
156 570 039,481    BROADWAY  ,"525,900"
156 570 040,495    BROADWAY  ,"1,442,900"
156 570 042,503    BROADWAY  ,"1,273,600"
156 570 043,511 513  BROADWAY  ,"619,800"
156 570 044,515    BROADWAY  ,"527,000"
156 570 045,519    BROADWAY  ,"491,300"
156 570 046,521    BROADWAY  ,"617,200"
156 570 048A,531    BROADWAY  ,"676,000"
156 570 048B,525    BROADWAY  ,"638,200"
156 570 049,535    BROADWAY  ,"596,900"
156 570 050,537    BROADWAY  ,"611,200"
156 570 051,19    GLENMERE AV  ,"567,500"
156 570 052,23    GLENMERE AV  ,"630,600"
156 570 053,     GLENMERE AV  ,"302,700"
156 570 054,33    GLENMERE AV  ,"545,500"
156 571 100,49    CENTRAL AV  ,"629,200"
156 571 102,65    CENTRAL AV  ,"815,400"
156 571 107,     WINCHESTER ST  ,"29,700"
156 571 186,35    RIDGE HILL AV  ,"732,900"
156 571 187,36    RIDGE HILL AV  ,"724,100"
156 578 801,24    GLENMERE AV  ,"652,500"
156 578 802,20    GLENMERE AV  ,"837,600"
156 578 803,551    BROADWAY  ,"1,274,200"
156 578 804,555    BROADWAY  ,"566,400"
156 578 805,9 11  CENTRAL AV  ,"874,400"
156 578 806,17    CENTRAL AV  ,"429,600"
156 578 807,19    CENTRAL AV  ,"856,300"
156 578 808,39    CENTRAL AV  ,"549,900"
156 578 809,30    GLENMERE AV  ,"544,000"
156 578 810,34    GLENMERE AV  ,"669,500"
156 578 811,41    CENTRAL AV  ,"851,200"
156 578 812,25    CENTRAL AV  ,"817,100"
156 578 813,31    CENTRAL AV  ,"803,300"
157 626 601A,48    SWAN ST  ,"674,100"
157 626 601B,54    SWAN ST  ,"638,600"
157 626 602,40 42  SWAN ST  ,"1,112,500"
157 626 603A,65    FIRST ST  ,"1,273,300"
157 626 603C,30    SWAN ST  ,"603,000"
157 626 604,32    SWAN ST  ,"673,500"
157 626 605,26    SWAN ST  ,"1,018,200"
157 626 607,20    SWAN ST  ,"807,100"
157 626 608,8    SWAN ST  ,"929,100"
157 626 609,86    ELWELL ST  ,"528,800"
157 626 610,82    ELWELL ST  ,"672,500"
157 626 611,78    ELWELL ST  ,"605,400"
157 626 612,68    ELWELL ST  ,"718,300"
157 626 613,56    ELWELL ST  ,"593,900"
157 626 614,29    FIRST ST  ,"727,500"
157 626 615,14    SECOND ST  ,"812,100"
157 626 616,50    ELWELL ST  ,"672,900"
157 626 617,21    FIRST ST  ,"767,600"
157 626 618,51    FIRST ST  ,"735,000"
157 626 619,45    FIRST ST  ,"855,400"
157 626 620,37    FIRST ST  ,"880,400"
157 627 753,18    JENNIFER LN  ,"895,600"
157 627 754,24    JENNIFER LN  ,"846,000"
157 627 755,30    JENNIFER LN  ,"876,800"
157 627 756,16    FIRST ST  ,"699,900"
157 627 757,8    FIRST ST  ,"607,400"
157 627 758,30    ELWELL ST  ,"653,100"
157 627 759,562    BROADWAY  ,"1,157,400"
157 627 760,     ELWELL ST  ,"6,900"
157 627 761,36    JENNIFER LN  ,"845,800"
157 627 763,530 532  BROADWAY  ,"605,200"
157 627 764,522    BROADWAY  ,"545,100"
157 627 766,42    JENNIFER LN  ,"940,300"
157 627 767,48    JENNIFER LN  ,"869,500"
157 627 768,54    JENNIFER LN  ,"818,400"
157 628 855,526    BROADWAY  ,"533,700"
157 628 887,36    ELWELL ST  ,"717,800"
157 628 896,64    JENNIFER LN  ,"839,500"
157 628 897,6    TEA PARTY WY  ,"1,041,100"
157 628 898,12    TEA PARTY WY  ,"949,400"
157 628 899,18    TEA PARTY WY  ,"986,100"
157 629 901,24    TEA PARTY WY  ,"863,900"
157 629 902,30    TEA PARTY WY  ,"856,900"
157 629 903,36    TEA PARTY WY  ,"809,300"
157 629 942,6    JENNIFER LN  ,"711,700"
157 629 943,12    FIRST ST  ,"723,000"
157 629 944,14    JENNIFER LN  ,"723,500"
157 633 301,28    SECOND ST  ,"719,100"
157 633 302,74    FIRST ST  ,"728,400"
157 633 303,70    FIRST ST  ,"876,900"
157 633 304,64    FIRST ST  ,"817,100"
157 633 305,58    FIRST ST  ,"735,700"
157 633 306,54    FIRST ST  ,"762,300"
157 633 307,48    FIRST ST  ,"746,800"
157 633 308,42    FIRST ST  ,"758,400"
157 633 309,30    FIRST ST  ,"683,900"
157 633 310,26    FIRST ST  ,"831,400"
157 633 311,5    JENNIFER LN  ,"752,200"
157 633 312,11    JONATHAN LN  ,"932,100"
157 633 313,15    JONATHAN LN  ,"765,800"
157 633 314,21    JONATHAN LN  ,"803,500"
157 633 315,25    JONATHAN LN  ,"724,700"
157 633 316,31    JONATHAN LN  ,"838,200"
157 633 317,37    JONATHAN LN  ,"801,000"
157 633 319,40    SECOND ST  ,"922,100"
157 633 320,34    SECOND ST  ,"866,000"
157 634 401,50    SECOND ST  ,"841,400"
157 634 403,42    JONATHAN LN  ,"958,700"
157 634 404,36    JONATHAN LN  ,"872,700"
157 634 405,30    JONATHAN LN  ,"887,100"
157 634 406,24    JONATHAN LN  ,"1,006,700"
157 634 407,18    JONATHAN LN  ,"900,700"
157 634 408,12    JONATHAN LN  ,"851,500"
157 634 409,6    JONATHAN LN  ,"892,100"
157 634 410,25    JENNIFER LN  ,"857,200"
157 634 411,9    TEA PARTY WY  ,"896,500"
157 634 412,11    TEA PARTY WY  ,"879,300"
157 634 413,17    TEA PARTY WY  ,"1,004,200"
157 634 414,23    TEA PARTY WY  ,"801,100"
157 634 415,29    TEA PARTY WY  ,"910,100"
157 634 416,35    TEA PARTY WY  ,"964,000"
157 634 417,41    TEA PARTY WY  ,"897,500"
157 634 418,54    SECOND ST  ,"880,300"
158 621 125,160    BEACHVIEW AV  ,"718,300"
158 621 126,154    BEACHVIEW AV  ,"1,007,100"
158 621 127,130    BEACHVIEW AV  ,"703,500"
158 621 128 1,138    BEACHVIEW AV 1         ,"489,400"
158 621 128 2,140    BEACHVIEW AV 2         ,"505,000"
158 621 149,146    BEACHVIEW AV  ,"667,400"
158 627 730,21    RIVERS LN  ,"682,900"
158 627 731,131    BEACHVIEW AV  ,"743,200"
158 627 732,141    BEACHVIEW AV  ,"935,400"
158 627 733,147    BEACHVIEW AV  ,"811,800"
158 627 734,60    RIVERS LN  ,"969,500"
158 627 735,15    SWAN ST  ,"423,300"
158 627 736,17    SWAN ST  ,"595,100"
158 627 737,27    SWAN ST  ,"461,900"
158 627 738,37    SWAN ST  ,"775,600"
158 627 751,33    SWAN ST  ,"623,000"
158 627 769,9    SWAN ST  ,"488,900"
158 628 844,157    BEACHVIEW AV  ,"749,500"
158 628 845,170    ELWELL ST  ,"685,800"
158 628 846,162    ELWELL ST  ,"643,800"
158 628 847,156    ELWELL ST  ,"824,900"
158 628 848,150    ELWELL ST  ,"782,600"
158 628 849,144    ELWELL ST  ,"728,500"
158 628 850,136    ELWELL ST  ,"649,400"
158 628 851,130    ELWELL ST  ,"715,900"
158 628 852,124    ELWELL ST  ,"683,600"
158 628 853,118    ELWELL ST  ,"654,100"
158 628 854,112    ELWELL ST  ,"650,900"
158 628 873,16    RIVERS LN  ,"727,000"
158 628 874,28 30  RIVERS LN  ,"805,000"
158 628 875,38    RIVERS LN  ,"700,400"
158 628 876,50    RIVERS LN  ,"708,600"
158 628 877,70    RIVERS LN  ,"725,900"
158 628 878,61    RIVERS LN  ,"833,400"
158 628 879,53 55  RIVERS LN  ,"887,100"
158 628 880,49 51  RIVERS LN  ,"891,500"
158 628 881,43    RIVERS LN  ,"656,300"
158 628 882,35    RIVERS LN  ,"593,400"
158 628 883,27    RIVERS LN  ,"676,800"
158 631 101,111    ELWELL ST  ,"654,500"
158 631 102,123    ELWELL ST  ,"585,500"
158 631 103,127    ELWELL ST  ,"808,800"
158 631 104,135    ELWELL ST  ,"641,600"
158 631 105,141    ELWELL ST  ,"652,000"
158 631 106,147    ELWELL ST  ,"623,100"
158 631 107,155    ELWELL ST  ,"573,200"
158 631 108,165    ELWELL ST  ,"611,600"
158 631 109,171    ELWELL ST  ,"798,900"
158 631 110,177    ELWELL ST  ,"690,000"
158 631 111 75,75 77  LOOMIS ST 75,"512,200"
158 631 111 77,77    LOOMIS ST 77,"513,400"
158 631 114,71    LOOMIS ST  ,"712,600"
158 631 115,     ELWELL ST  ,"30,300"
159 622 202,80    LOOMIS ST  ,"674,000"
159 622 203,23    ELWELL ST  ,"300,400"
159 622 204,25    ELWELL ST  ,"532,400"
159 622 205,33    ELWELL ST  ,"786,500"
159 622 206,47 49  ELWELL ST  ,"973,300"
159 622 207,55    ELWELL ST  ,"958,000"
159 622 208,61    ELWELL ST  ,"620,200"
159 622 209,69    ELWELL ST  ,"680,100"
159 622 210,21    COMO ST  ,"632,000"
159 622 211,25    COMO ST  ,"587,800"
159 622 212,30    COMO ST  ,"833,100"
159 622 213,24    COMO ST  ,"688,200"
159 622 214,20    COMO ST  ,"679,200"
159 622 215,16    COMO ST  ,"617,900"
159 622 216,10    COMO ST  ,"616,200"
159 622 217,6    COMO ST  ,"554,200"
159 622 218,91    ELWELL ST  ,"553,800"
159 622 219,95    ELWELL ST  ,"593,500"
159 622 220,101    ELWELL ST  ,"666,600"
159 622 221,74    LOOMIS ST  ,"674,400"
159 622 222 101,42 101  LOOMIS ST  ,"378,400"
159 622 222 102,42 102  LOOMIS ST  ,"391,000"
159 622 222 103,42 103  LOOMIS ST  ,"368,200"
159 622 222 104,42 104  LOOMIS ST  ,"363,200"
159 622 222 105,42 105  LOOMIS ST  ,"395,000"
159 622 222 106,42 106  LOOMIS ST  ,"386,500"
159 622 222 107,42 107  LOOMIS ST  ,"362,200"
159 622 222 108,42 108  LOOMIS ST  ,"407,600"
159 622 222 109,42 109  LOOMIS ST  ,"386,400"
159 622 222 110,42 110  LOOMIS ST  ,"386,300"
159 622 222 111,42 111  LOOMIS ST  ,"403,000"
159 622 222 112,42 112  LOOMIS ST  ,"381,000"
159 622 222 113,42 113  LOOMIS ST  ,"392,700"
159 622 222 114,42 114  LOOMIS ST  ,"381,000"
159 622 222 115,42 115  LOOMIS ST  ,"400,200"
159 622 222 116,42 116  LOOMIS ST  ,"381,000"
159 622 222 117,42 117  LOOMIS ST  ,"411,200"
159 622 222 118,42 118  LOOMIS ST  ,"363,100"
159 622 222 119,42 119  LOOMIS ST  ,"379,000"
159 622 222 120,42 120  LOOMIS ST  ,"378,500"
159 622 222 121,42 121  LOOMIS ST  ,"362,800"
159 622 222 122,42 122  LOOMIS ST  ,"374,200"
159 622 222 123,42 123  LOOMIS ST  ,"378,600"
159 622 222 124,42 124  LOOMIS ST  ,"383,800"
159 622 222 201,42 201  LOOMIS ST  ,"395,900"
159 622 222 202,42 202  LOOMIS ST  ,"402,200"
159 622 222 203,42 203  LOOMIS ST  ,"368,300"
159 622 222 204,42 204  LOOMIS ST  ,"362,800"
159 622 222 205,42 205  LOOMIS ST  ,"401,400"
159 622 222 206,42 206  LOOMIS ST  ,"378,300"
159 622 222 207,42 207  LOOMIS ST  ,"350,700"
159 622 222 208,42 208  LOOMIS ST  ,"371,800"
159 622 222 209,42 209  LOOMIS ST  ,"386,200"
159 622 222 210,42 210  LOOMIS ST  ,"379,700"
159 622 222 211,42 211  LOOMIS ST  ,"385,300"
159 622 222 212,42 212  LOOMIS ST  ,"385,300"
159 622 222 213,42 213  LOOMIS ST  ,"404,600"
159 622 222 214,42 214  LOOMIS ST  ,"386,200"
159 622 222 215,42 215  LOOMIS ST  ,"396,900"
159 622 222 216,42 216  LOOMIS ST  ,"385,300"
159 622 222 217,42 217  LOOMIS ST  ,"362,200"
159 622 222 218,42 218  LOOMIS ST  ,"396,900"
159 622 222 219,42 219  LOOMIS ST  ,"384,200"
159 622 222 220,42 220  LOOMIS ST  ,"391,700"
159 622 222 221,42 221  LOOMIS ST  ,"376,600"
159 622 222 222,42 222  LOOMIS ST  ,"398,500"
159 622 222 223,42 223  LOOMIS ST  ,"362,000"
159 622 222 224,42 224  LOOMIS ST  ,"364,700"
159 622 222 225,42 225  LOOMIS ST  ,"384,600"
159 622 222 226,42 226  LOOMIS ST  ,"389,600"
159 622 222 301,42 301  LOOMIS ST  ,"397,900"
159 622 222 302,42 302  LOOMIS ST  ,"393,600"
159 622 222 303,42 303  LOOMIS ST  ,"377,600"
159 622 222 304,42 304  LOOMIS ST  ,"377,300"
159 622 222 305,42 305  LOOMIS ST  ,"418,300"
159 622 222 306,42 306  LOOMIS ST  ,"390,700"
159 622 222 307,42 307  LOOMIS ST  ,"371,000"
159 622 222 308,42 308  LOOMIS ST  ,"390,800"
159 622 222 309,42 309  LOOMIS ST  ,"397,200"
159 622 222 310,42 310  LOOMIS ST  ,"399,600"
159 622 222 311,42 311  LOOMIS ST  ,"396,900"
159 622 222 312,42 312  LOOMIS ST  ,"396,300"
159 622 222 313,42 313  LOOMIS ST  ,"402,100"
159 622 222 314,42 314  LOOMIS ST  ,"396,300"
159 622 222 315,42 315  LOOMIS ST  ,"396,300"
159 622 222 316,42 316  LOOMIS ST  ,"396,300"
159 622 222 317,42 317  LOOMIS ST  ,"371,400"
159 622 222 318,42 318  LOOMIS ST  ,"403,700"
159 622 222 319,42 319  LOOMIS ST  ,"395,200"
159 622 222 320,42 320  LOOMIS ST  ,"383,500"
159 622 222 321,42 321  LOOMIS ST  ,"395,300"
159 622 222 322,42 322  LOOMIS ST  ,"391,200"
159 622 222 323,42 323  LOOMIS ST  ,"378,200"
159 622 222 324,42 324  LOOMIS ST  ,"377,300"
159 622 222 325,42 325  LOOMIS ST  ,"393,800"
159 622 222 326,42 326  LOOMIS ST  ,"393,800"
159 622 227,16    DOWNEY ST  ,"797,000"
159 622 228,72    BAYRD ST  ,"934,500"
159 622 229,58    BAYRD ST  ,"781,900"
159 622 230,19    MAURIELLO DR  ,"862,700"
159 622 231,18    MAURIELLO DR  ,"827,200"
