PID,ADDRESS,CV
157 633 307,48 FIRST ST,746800
157 633 308,42 FIRST ST,758400
157 633 309,30 FIRST ST,683900
157 633 310,26 FIRST ST,831400
157 633 311,5 JENNIFER LN,752200
157 633 312,11 JONATHAN LN,932100
157 633 313,15 JONATHAN LN,765800
157 633 314,21 JONATHAN LN,803500
157 633 315,25 JONATHAN LN,724700
157 633 316,31 JONATHAN LN,838200
157 633 317,37 JONATHAN LN,801000
157 633 319,40 SECOND ST,922100
157 633 320,34 SECOND ST,866000
157 634 401,50 SECOND ST,841400
157 634 403,42 JONATHAN LN,958700
157 634 404,36 JONATHAN LN,872700
157 634 405,30 JONATHAN LN,887100
157 634 406,24 JONATHAN LN,1006700
157 634 407,18 JONATHAN LN,900700
157 634 408,12 JONATHAN LN,851500
157 634 409,6 JONATHAN LN,892100
157 634 410,25 JENNIFER LN,857200
157 634 411,9 TEA PARTY WY,896500
157 634 412,11 TEA PARTY WY,879300
157 634 413,17 TEA PARTY WY,1004200
157 634 414,23 TEA PARTY WY,801100
157 634 415,29 TEA PARTY WY,910100
157 634 416,35 TEA PARTY WY,964000
157 634 417,41 TEA PARTY WY,897500
157 634 418,54 SECOND ST,880300
158 621 125,160 BEACHVIEW AVE,718300
158 621 126,154 BEACHVIEW AVE,1007100
158 621 127,130 BEACHVIEW AVE,703500
158 621 128 1,138 BEACHVIEW AVE 1,489400
158 621 128 2,140 BEACHVIEW AVE 2,505000
158 621 149,146 BEACHVIEW AVE,667400
158 627 730,21 RIVERS LN,682900
158 627 731,131 BEACHVIEW AVE,743200
158 627 732,141 BEACHVIEW AVE,935400
158 627 733,147 BEACHVIEW AVE,811800
158 627 734,60 RIVERS LN,969500
158 627 735,15 SWAN ST,423300
158 627 736,17 SWAN ST,595100
158 627 737,27 SWAN ST,461900
158 627 738,37 SWAN ST,775600
158 627 751,33 SWAN ST,623000
158 627 769,9 SWAN ST,488900
158 628 844,157 BEACHVIEW AVE,749500
158 628 845,170 ELWELL ST,685800
158 628 846,162 ELWELL ST,643800
158 628 847,156 ELWELL ST,824900
158 628 848,150 ELWELL ST,782600
158 628 849,144 ELWELL ST,728500
158 628 850,136 ELWELL ST,649400
158 628 851,130 ELWELL ST,715900
158 628 852,124 ELWELL ST,683600
158 628 853,118 ELWELL ST,654100
158 628 854,112 ELWELL ST,650900
158 628 873,16 RIVERS LN,727000
158 628 874,28 30 RIVERS LN,805000
158 628 875,38 RIVERS LN,700400
158 628 876,50 RIVERS LN,708600
158 628 877,70 RIVERS LN,725900
158 628 878,61 RIVERS LN,833400
158 628 879,53 55 RIVERS LN,887100
158 628 880,49 51 RIVERS LN,891500
158 628 881,43 RIVERS LN,656300
158 628 882,35 RIVERS LN,593400
158 628 883,27 RIVERS LN,676800
158 631 101,111 ELWELL ST,654500
158 631 102,123 ELWELL ST,585500
158 631 103,127 ELWELL ST,808800
158 631 104,135 ELWELL ST,641600
158 631 105,141 ELWELL ST,652000
158 631 106,147 ELWELL ST,623100
158 631 107,155 ELWELL ST,573200
158 631 108,165 ELWELL ST,611600
158 631 109,171 ELWELL ST,798900
158 631 110,177 ELWELL ST,690000
158 631 111 75,75 77 LOOMIS ST 75,512200
158 631 111 77,77 LOOMIS ST 77,513400
158 631 114,71 LOOMIS ST,712600
158 631 115,ELWELL ST,30300
159 622 202,80 LOOMIS ST,674000
159 622 203,23 ELWELL ST,300400
159 622 204,25 ELWELL ST,532400
159 622 205,33 ELWELL ST,786500
159 622 206,47 49 ELWELL ST,973300
159 622 207,55 ELWELL ST,958000
159 622 208,61 ELWELL ST,620200
159 622 209,69 ELWELL ST,680100
159 622 210,21 COMO ST,632000
159 622 211,25 COMO ST,587800
159 622 212,30 COMO ST,833100
159 622 213,24 COMO ST,688200
159 622 214,20 COMO ST,679200
159 622 215,16 COMO ST,617900
159 622 216,10 COMO ST,616200
159 622 217,6 COMO ST,554200
159 622 218,91 ELWELL ST,553800
159 622 219,95 ELWELL ST,593500
159 622 220,101 ELWELL ST,666600
159 622 221,74 LOOMIS ST,674400
159 622 222 101,42 101 LOOMIS ST,378400
159 622 222 102,42 102 LOOMIS ST,391000
159 622 222 103,42 103 LOOMIS ST,368200
159 622 222 104,42 104 LOOMIS ST,363200
159 622 222 105,42 105 LOOMIS ST,395000
159 622 222 106,42 106 LOOMIS ST,386500
159 622 222 107,42 107 LOOMIS ST,362200
159 622 222 108,42 108 LOOMIS ST,407600
159 622 222 109,42 109 LOOMIS ST,386400
159 622 222 110,42 110 LOOMIS ST,386300
159 622 222 111,42 111 LOOMIS ST,403000
159 622 222 112,42 112 LOOMIS ST,381000
159 622 222 113,42 113 LOOMIS ST,392700
159 622 222 114,42 114 LOOMIS ST,381000
159 622 222 115,42 115 LOOMIS ST,400200
159 622 222 116,42 116 LOOMIS ST,381000
159 622 222 117,42 117 LOOMIS ST,411200
159 622 222 118,42 118 LOOMIS ST,363100
159 622 222 119,42 119 LOOMIS ST,379000
159 622 222 120,42 120 LOOMIS ST,378500
159 622 222 121,42 121 LOOMIS ST,362800
159 622 222 122,42 122 LOOMIS ST,374200
159 622 222 123,42 123 LOOMIS ST,378600
159 622 222 124,42 124 LOOMIS ST,383800
159 622 222 201,42 201 LOOMIS ST,395900
159 622 222 202,42 202 LOOMIS ST,402200
159 622 222 203,42 203 LOOMIS ST,368300
159 622 222 204,42 204 LOOMIS ST,362800
159 622 222 205,42 205 LOOMIS ST,401400
159 622 222 206,42 206 LOOMIS ST,378300
159 622 222 207,42 207 LOOMIS ST,350700
159 622 222 208,42 208 LOOMIS ST,371800
159 622 222 209,42 209 LOOMIS ST,386200
159 622 222 210,42 210 LOOMIS ST,379700
159 622 222 211,42 211 LOOMIS ST,385300
159 622 222 212,42 212 LOOMIS ST,385300
159 622 222 213,42 213 LOOMIS ST,404600
159 622 222 214,42 214 LOOMIS ST,386200
159 622 222 215,42 215 LOOMIS ST,396900
159 622 222 216,42 216 LOOMIS ST,385300
159 622 222 217,42 217 LOOMIS ST,362200
159 622 222 218,42 218 LOOMIS ST,396900
159 622 222 219,42 219 LOOMIS ST,384200
159 622 222 220,42 220 LOOMIS ST,391700
159 622 222 221,42 221 LOOMIS ST,376600
159 622 222 222,42 222 LOOMIS ST,398500
159 622 222 223,42 223 LOOMIS ST,362000
159 622 222 224,42 224 LOOMIS ST,364700
159 622 222 225,42 225 LOOMIS ST,384600
159 622 222 226,42 226 LOOMIS ST,389600
159 622 222 301,42 301 LOOMIS ST,397900
159 622 222 302,42 302 LOOMIS ST,393600
159 622 222 303,42 303 LOOMIS ST,377600
159 622 222 304,42 304 LOOMIS ST,377300
159 622 222 305,42 305 LOOMIS ST,418300
159 622 222 306,42 306 LOOMIS ST,390700
159 622 222 307,42 307 LOOMIS ST,371000
159 622 222 308,42 308 LOOMIS ST,390800
159 622 222 309,42 309 LOOMIS ST,397200
159 622 222 310,42 310 LOOMIS ST,399600
159 622 222 311,42 311 LOOMIS ST,396900
159 622 222 312,42 312 LOOMIS ST,396300
159 622 222 313,42 313 LOOMIS ST,402100
159 622 222 314,42 314 LOOMIS ST,396300
159 622 222 315,42 315 LOOMIS ST,396300
159 622 222 316,42 316 LOOMIS ST,396300
159 622 222 317,42 317 LOOMIS ST,371400
159 622 222 318,42 318 LOOMIS ST,403700
159 622 222 319,42 319 LOOMIS ST,395200
159 622 222 320,42 320 LOOMIS ST,383500
159 622 222 321,42 321 LOOMIS ST,395300
159 622 222 322,42 322 LOOMIS ST,391200
159 622 222 323,42 323 LOOMIS ST,378200
159 622 222 324,42 324 LOOMIS ST,377300
159 622 222 325,42 325 LOOMIS ST,393800
159 622 222 326,42 326 LOOMIS ST,393800
159 622 227,16 DOWNEY ST,797000
159 622 228,72 BAYRD ST,934500
159 622 229,58 BAYRD ST,781900
159 622 230,19 MAURIELLO DR,862700
159 622 231,18 MAURIELLO DR,827200
159 622 232,14 16 MAURIELLO WY,872600
159 622 233,48 BAYRD ST,724000
159 622 234,42 BAYRD ST,948700
159 622 235,38 BAYRD ST,623400
159 622 236,39 CHEEVER RD,581900
159 622 237,600 BROADWAY,688800
159 622 238,20 CHEEVER RD,492900
159 622 239,18 CHEEVER RD,336600
159 622 240,590 BROADWAY,937300
159 622 241,580 584 BROADWAY,1465000
159 622 242,30 BAYRD ST,356100
159 623 301,LOOMIS ST,440400
159 631 112 101,45 101 LOOMIS ST,391400
159 631 112 102,45 102 LOOMIS ST,374600
159 631 112 103,45 103 LOOMIS ST,382000
159 631 112 104,45 104 LOOMIS ST,384500
159 631 112 105,45 105 LOOMIS ST,364600
159 631 112 106,45 106 LOOMIS ST,383800
159 631 112 107,45 107 LOOMIS ST,359000
159 631 112 108,45 108 LOOMIS ST,359500
159 631 112 109,45 109 LOOMIS ST,409900
159 631 112 110,45 110 LOOMIS ST,382900
159 631 112 111,45 111 LOOMIS ST,378300
159 631 112 112,45 112 LOOMIS ST,396900
159 631 112 113,45 113 LOOMIS ST,382200
159 631 112 114,45 114 LOOMIS ST,352200
159 631 112 115,45 115 LOOMIS ST,396500
159 631 112 116,45 116 LOOMIS ST,399800
159 631 112 117,45 117 LOOMIS ST,397500
159 631 112 118,45 118 LOOMIS ST,377100
159 631 112 119,45 119 LOOMIS ST,377700
159 631 112 120,45 120 LOOMIS ST,361300
159 631 112 121,45 121 LOOMIS ST,362300
159 631 112 201,45 201 LOOMIS ST,384500
159 631 112 202,45 202 LOOMIS ST,389500
159 631 112 203,45 203 LOOMIS ST,382000
159 631 112 204,45 204 LOOMIS ST,382600
159 631 112 205,45 205 LOOMIS ST,367000
159 631 112 206,45 206 LOOMIS ST,382000
159 631 112 207,45 207 LOOMIS ST,309100
159 631 112 208,45 208 LOOMIS ST,365000
159 631 112 209,45 209 LOOMIS ST,374700
159 631 112 210,45 210 LOOMIS ST,382000
159 631 112 211,45 211 LOOMIS ST,381300
159 631 112 212,45 212 LOOMIS ST,383200
159 631 112 213,45 213 LOOMIS ST,387500
159 631 112 214,45 214 LOOMIS ST,406000
159 631 112 215,45 215 LOOMIS ST,352200
159 631 112 216,45 216 LOOMIS ST,382000
159 631 112 217,45 217 LOOMIS ST,337300
159 631 112 218,45 218 LOOMIS ST,382000
159 631 112 219,45 219 LOOMIS ST,365800
159 631 112 220,45 220 LOOMIS ST,393400
159 631 112 221,45 221 LOOMIS ST,364900
159 631 112 222,45 222 LOOMIS ST,378600
159 631 112 223,45 223 LOOMIS ST,378300
159 631 112 301,45 301 LOOMIS ST,410500
159 631 112 302,45 302 LOOMIS ST,392900
159 631 112 303,45 303 LOOMIS ST,401700
159 631 112 304,45 304 LOOMIS ST,415300
159 631 112 305,45 305 LOOMIS ST,379400
159 631 112 306,45 306 LOOMIS ST,397400
159 631 112 307,45 307 LOOMIS ST,352800
159 631 112 308,45 308 LOOMIS ST,426700
159 631 112 309,45 309 LOOMIS ST,420800
159 631 112 310,45 310 LOOMIS ST,414200
159 631 112 311,45 311 LOOMIS ST,450700
159 631 112 312,45 312 LOOMIS ST,398200
159 631 112 313,45 313 LOOMIS ST,398800
159 631 112 314,45 314 LOOMIS ST,367000
159 631 112 315,45 315 LOOMIS ST,400400
159 631 112 316,45 316 LOOMIS ST,350100
159 631 112 317,45 317 LOOMIS ST,403000
159 631 112 318,45 318 LOOMIS ST,378500
159 631 112 319,45 319 LOOMIS ST,379400
159 631 112 320,45 320 LOOMIS ST,404100
159 631 112 321,45 321 LOOMIS ST,392900
159 631 112 322,45 322 LOOMIS ST,392900
159 631 113,58 PENNY HILL RD,305000
160 622 223,18 LOOMIS ST,693300
160 622 224A,86 BAYRD ST,663700
160 622 225,9 DOWNEY ST,881000
160 622 226,15 DOWNEY ST,657700
160 622 243,LOOMIS ST,305300
160 623 302,21 LOOMIS ST,713500
160 623 303,17 19 LOOMIS ST,993800
160 623 304,102 BAYRD ST,770100
160 623 305,BAYRD ST,27700
160 623 308,69 BLUE HILL AVE,609400
160 623 309 1,65 BLUE HILL AVE,472300
160 623 309 2,63 BLUE HILL AVE,465500
160 623 310A,51 BLUE HILL AVE,557800
160 623 310B,49 BLUE HILL AVE,432400
160 623 311,47 BLUE HILL AVE,526900
160 623 314,700 BROADWAY,5915900
160 623 316,672 BROADWAY,3183800
160 623 317,11 15 LOOMIS ST,847300
160 623 323,7 9 LOOMIS ST,964900
160 624 401,67 BAYRD ST,687500
160 624 402,75 BAYRD ST,570300
160 624 403,83 BAYRD ST,721600
160 624 404,93 BAYRD ST,531800
160 624 406A,52 BLUE HILL AVE,593800
160 624 406B,BLUE HILL AVE,27400
160 624 407,38 BLUE HILL AVE,562100
160 624 408,3 KNOLL ST,521600
160 624 409,1 KNOLL ST,142000
160 624 410,79 BAYRD ST,714800
160 625 501,616 BROADWAY,979500
160 625 502,39 BAYRD ST,578600
160 625 503,KNOLL ST,357100
160 625 504,18 BLUE HILL AVE,460200
160 625 505,644 646 BROADWAY,802300
160 625 506,650 BROADWAY,985900
160 625 507,646 BROADWAY,306300
160 625 508,636 BROADWAY,465800
160 625 509,632 BROADWAY,376800
160 625 510,628 BROADWAY,907500
160 625 511,24 KNOLL ST,672400
160 625 512,18 KNOLL ST,555800
160 625 513,33 BAYRD ST,908900
160 625 514,25 BAYRD ST,754000
162 570 078,5 ATLANTIC AVE,945900
162 571 110,73 CENTRAL AVE,684500
162 571 111,81 CENTRAL AVE,507300
162 571 121,141 CENTRAL AVE,654100
162 571 123,ATLANTIC AVE,61700
162 571 1892Z,244 KENNEDY DR,74915500
162 571 189X,181 KENNEDY DR,60107200
162 571 189Y,180 KENNEDY DR,85788000
163 573 301,121 KENNEDY DR,693900
163 573 302,86 CENTRAL AVE,714000
163 573 309,GLENDALE AVE,401100
163 573 310,101 KENNEDY DR,730500
163 573 311 1,105 KENNEDY DR 1,661800
163 573 311 2,103 KENNEDY DR 2,659500
163 573 312,GLENDALE AVE,75200
163 573 313,65 GLENDALE AVE,1151800
163 573 314,165 GLENDALE AVE,864100
163 573 315A,80 CENTRAL AVE,636800
163 573 315B,117 KENNEDY DR,715100
163 573 317,76 CENTRAL AVE,674100
163 573 318,75 WINCHESTER ST,768900
163 573 319,81 WINCHESTER ST,642700
163 573 320,85 WINCHESTER ST,771100
163 573 321,146 GLENDALE AVE,655300
163 573 322,GLENDALE AVE,144700
163 573 323,GLENDALE AVE,26600
163 573 324,GLENDALE AVE,434800
163 573 325,GLENDALE AVE,162100
163 573 326,92 WINCHESTER ST,590600
163 573 327,86 WINCHESTER ST,716900
163 573 328,74 WINCHESTER ST,882400
163 573 329,66 CENTRAL AVE,711300
163 573 330,100 TRUEMAN DR,706500
163 573 332,GLENDALE AVE,65900
163 573 381,82 TRUEMAN DR,1039000
163 573 382,88 TRUEMAN DR,771400
163 573 384,67 WINCHESTER ST,732300
163 573 386,92 TRUEMAN DR,550600
163 573 392,66 WINCHESTER ST,803000
163 576 601,188 190 CENTRAL AVE,791000
163 576 602,168 CENTRAL AVE,632800
163 576 603,150 CENTRAL AVE,527700
163 576 604,130 CENTRAL AVE,641500
163 576 605,10 SKYLINE DR,747600
163 576 606,110 CENTRAL AVE,950000
163 576 607,106 CENTRAL AVE,780100
163 576 608,116 KENNEDY DR,1125900
163 576 609,100 KENNEDY DR,988300
163 576 610,98 KENNEDY DR,993400
163 576 611 178,178 CENTRAL AVE 1,520400
163 576 611 180,180 CENTRAL AVE 2,505200
163 576 612,1258 SALEM ST,796200
163 576 619,1290 SALEM ST,887700
163 576 620,1278 SALEM ST,434500
163 576 621,1262 SALEM ST,554400
163 576 622,17 SKYLINE DR,948700
163 576 624,136 CENTRAL AVE,744500
163 576 632,16 SKYLINE DR,829700
163 576 633,20 SKYLINE DR,692600
163 576 634,26 SKYLINE DR,722600
163 576 635,32 SKYLINE DR,754400
163 576 636,38 SKYLINE DR,776600
163 576 637,42 SKYLINE DR,782600
163 576 638,47 SKYLINE DR,1029900
163 576 639,43 SKYLINE DR,821300
163 576 640,37 SKYLINE DR,942100
163 576 641,31 SKYLINE DR,724200
163 576 642,27 SKYLINE DR,813800
163 576 643,23 25 SKYLINE DR,1055900
163 576 644,11 SKYLINE DR,801600
164 512 208,40 BEACH ST,773600
164 512 209,32 BEACH ST,659100
164 512 210,28 BEACH ST,751000
164 512 211,26 BEACH ST,613900
164 512 212,20 BEACH ST,599300
164 512 213,12 BEACH ST,687200
164 512 214,1175 SALEM ST,548800
164 512 215,1181 SALEM ST,670400
164 512 216,1185 SALEM ST,626900
164 512 217,1189 SALEM ST,550700
164 512 218,1193 SALEM ST,551200
164 512 219,1199 SALEM ST,531100
164 512 220A,1201 1203 SALEM ST,873400
164 512 220B,CLAPP STREET EX,43600
164 512 223,CLAPP ST,0
164 512 263,46 BEACH ST,556700
164 571 131,161 CENTRAL AVE,775100
164 571 132,165 CENTRAL AVE,930200
164 571 133,171 CENTRAL AVE,1011400
164 571 134,183 CENTRAL AVE,695000
164 571 135,1244 SALEM ST,628000
164 571 136,1236 1238 SALEM ST,756400
164 571 137,1232 SALEM ST,563300
164 571 138,1226 SALEM ST,556500
164 571 139,1220 SALEM ST,651000
164 571 140,1214 SALEM ST,1123700
164 571 141,1208 SALEM ST,558700
164 571 142,1202 SALEM ST,655500
164 571 143,1200 SALEM ST,729900
164 571 144,1170 SALEM ST,536000
164 571 145,1168 SALEM ST,625500
164 571 146,1156 SALEM ST,526500
165 500 013,1310 EASTERN AVE,786100
165 500 016,1324 EASTERN AVE,577500
165 500 017,1332 EASTERN AVE,1347500
165 500 018,1344 EASTERN AVE,741900
165 500 019,1350 EASTERN AVE,796900
165 500 020,1356 EASTERN AVE,711600
165 500 021,1364 EASTERN AVE,868100
165 500 022,1370 EASTERN AVE,773300
165 500 023,1380 EASTERN AVE,682300
165 500 024,EASTERN AVE,57800
165 500 025,1388 EASTERN AVE,750100
165 500 026,1398 EASTERN AVE,567700
165 500 027,1404 1406 EASTERN AVE,741700
165 500 028,1408 1410 EASTERN AVE,721600
165 500 029,1412 1414 EASTERN AVE,726300
165 501 112,212 OLIVER ST,699200
165 501 113,208 OLIVER ST,584000
165 501 114,206 OLIVER ST,627200
165 501 115,202 OLIVER ST,569200
165 501 116,200 OLIVER ST,628700
165 501 117,196 OLIVER ST,576700
165 501 118,194 OLIVER ST,742400
165 501 119,186 OLIVER ST,686500
165 501 120,184 OLIVER ST,697400
165 501 121,176 178 OLIVER ST,896500
165 501 122,OLIVER ST,58500
165 507 701,46 48 WESCOTT ST,686100
165 507 702,42 WESCOTT ST,507700
165 507 703,34 WESCOTT ST,575700
165 507 705A,24 WESCOTT ST,513400
165 507 705B,30 WESCOTT ST,581600
165 507 706,18 WESCOTT ST,533100
165 507 707,10 WESCOTT ST,564900
165 507 708,1085 SALEM ST,518100
165 507 709,1093 1095 SALEM ST,818900
165 507 710,1097 SALEM ST,906600
165 507 711,9 CLAREMONT ST,629800
165 507 712,13 CLAREMONT ST,666800
165 507 713,15 CLAREMONT ST,534800
165 507 714,19 CLAREMONT ST,726500
165 507 715,21 CLAREMONT ST,683900
165 507 716,27 CLAREMONT ST,574900
165 507 717,31 33 CLAREMONT ST,885800
165 507 718,35 CLAREMONT ST,539200
165 507 720,43 45 CLAREMONT ST,735100
165 507 721,51 53 CLAREMONT ST,939700
165 507 722,55 57 CLAREMONT ST,812800
165 507 723,61 CLAREMONT ST,615400
165 507 724,65 CLAREMONT ST,551900
165 507 725,67 CLAREMONT ST,647200
165 507 726,209 OLIVER ST,636800
165 507 727,58 64 WESCOTT ST,1947000
165 507 728,38 WESCOTT ST,704100
165 508 801,76 CLAREMONT ST,627800
165 508 802,72 CLAREMONT ST,633800
165 508 803,66 68 CLAREMONT ST,788900
165 508 804,60 62 CLAREMONT ST,978900
165 508 805,58 CLAREMONT ST,635600
165 508 806,54 CLAREMONT ST,519500
165 508 807,52 CLAREMONT ST,642600
165 508 808,44 CLAREMONT ST,530400
165 508 809,40 CLAREMONT ST,574500
165 508 810,38 CLAREMONT ST,484200
165 508 811,34 CLAREMONT ST,545800
165 508 812,30 CLAREMONT ST,565200
165 508 814,CLAREMONT ST,12600
165 508 816,19 MAYNARD ST,727600
165 508 817,16 CLAREMONT ST,637800
165 508 818,12 CLAREMONT ST,546000
165 508 819,1107 SALEM ST,606600
165 508 820,1111 SALEM ST,556400
165 508 821,1117 SALEM ST,744700
165 508 822,9 MAYNARD ST,544100
165 508 823,13 MAYNARD ST,600000
165 508 824,21 MAYNARD ST,700400
165 508 825,27 MAYNARD ST,615700
165 508 826,31 MAYNARD ST,568000
165 508 827,35 MAYNARD ST,596900
165 508 828,39 MAYNARD ST,584900
165 508 829,43 MAYNARD ST,580000
165 508 830,47 MAYNARD ST,492100
165 508 831,51 MAYNARD ST,560800
165 508 832,55 MAYNARD ST,862600
165 508 833,59 61 MAYNARD ST,732400
165 508 834,63 MAYNARD ST,556400
165 508 835,67 MAYNARD ST,633700
165 508 836,73 MAYNARD ST,797400
165 508 837,24 CLAREMONT ST,564700
165 509 901,187 OLIVER ST,586200
165 509 902,70 MAYNARD ST,583500
165 509 903,66 MAYNARD ST,507500
165 509 904,62 MAYNARD ST,545000
165 509 905,60 MAYNARD ST,628600
165 509 906,54 MAYNARD ST,527900
165 509 907,52 MAYNARD ST,547400
165 509 908,46 48 MAYNARD ST,694300
165 509 909,44 MAYNARD ST,541100
165 509 910,36 MAYNARD ST,509400
165 509 911,32 MAYNARD ST,841500
165 509 912,28 MAYNARD ST,509100
165 509 913,26 MAYNARD ST,1023800
165 509 915,MAYNARD ST,111000
165 509 917,MAYNARD ST,4000
165 509 918,18 MAYNARD ST,609000
165 509 919,12 MAYNARD ST,606100
165 509 920,1127 SALEM ST,587200
165 509 921,1131 SALEM ST,577200
165 509 922,1135 SALEM ST,825900
165 509 923,11 BELLVALE ST,634800
165 509 924,BELLVALE ST,54700
165 509 925,19 BELLVALE ST,552900
165 509 926,25 BELLVALE ST,593300
165 509 927,31 BELLVALE ST,595500
165 509 928,33 BELLVALE ST,547500
165 509 929,37 BELLVALE ST,593800
165 509 930,41 43 BELLVALE ST,765900
165 509 931,45 BELLVALE ST,556700
165 509 932,51 BELLVALE ST,608200
165 509 933,53 55 BELLVALE ST,836200
165 509 934,57 BELLVALE ST,608500
165 509 935,61 BELLVALE ST,554000
165 509 936,65 BELLVALE ST,648100
165 509 937,69 BELLVALE ST,564900
165 509 938,73 75 BELLVALE ST,782500
165 509 939,40 MAYNARD ST,635800
165 509 940,14 MAYNARD ST,560300
165 510 001,74 BELLVALE ST,633300
165 510 002,70 BELLVALE ST,610500
165 510 003,66 BELLVALE ST,596300
165 510 004,62 BELLVALE ST,617400
165 510 005,58 BELLVALE ST,636600
165 510 006,56 BELLVALE ST,551300
165 510 007,52 BELLVALE ST,885500
165 510 008,48 BELLVALE ST,718300
165 510 009,44 BELLVALE ST,562100
165 510 010,40 BELLVALE ST,565200
165 510 011,36 BELLVALE ST,619200
165 510 012,34 BELLVALE ST,578400
165 510 013,28 30 BELLVALE ST,692100
165 510 014,22 BELLVALE ST,739800
165 510 015,16 BELLVALE ST,576900
165 510 016,12 14 BELLVALE ST,787000
165 510 017,8 BELLVALE ST,663000
165 510 018,1145 SALEM ST,647100
165 510 019,1 BEACH ST,383300
165 510 020,5 BEACH ST,800700
165 510 021,1 SPRINGDALE ST,568100
165 510 022,7 SPRINGDALE ST,746800
165 510 023,11 SPRINGDALE ST,536800
165 510 024,13 SPRINGDALE ST,519500
165 510 025,15 SPRINGDALE ST,524800
165 510 026,19 19A SPRINGDALE ST,727000
165 510 027,21 SPRINGDALE ST,651500
165 510 028,25 SPRINGDALE ST,616300
165 510 029,27 SPRINGDALE ST,634800
165 510 030,31 33 SPRINGDALE ST,746300
165 510 031,35 37 SPRINGDALE ST,757900
165 510 032,39 39A SPRINGDALE ST,890900
165 510 033,41 43 SPRINGDALE ST,778400
165 510 034,165 OLIVER ST,3448300
165 510 035,24 26 BELLVALE ST,706600
166 545 501,17 SARGENT ST,651900
166 545 502,15 SARGENT ST,542700
166 545 503,301 LYNN ST,580500
166 545 504,305 LYNN ST,851100
166 546 601,281 LYNN ST,511200
166 546 602,287 LYNN ST,661800
166 547 701,258 LYNN ST,608300
166 547 702,45 PRENTISS ST,651100
166 547 703,37 PRENTISS ST,640600
166 547 704,31 PRENTISS ST,583000
166 547 705,PRENTISS ST,26900
166 547 706,21 PRENTISS ST,703800
166 547 707,15 PRENTISS ST,650600
166 547 708,7 PRENTISS ST,903900
166 547 709,PRENTISS ST,56400
166 547 710,49 PRENTISS ST,624900
166 548 801,266 LYNN ST,691700
166 548 802,43 ARCH ST,657200
166 548 803,38 PRENTISS ST,633500
166 548 804,34 PRENTISS ST,962900
166 548 805,26 PRENTISS ST,588000
166 548 806,20 PRENTISS ST,793100
166 548 807,14 PRENTISS ST,533200
166 548 808,8 PRENTISS ST,661000
166 548 809,1343 EASTERN AVE,723300
166 548 810,1359 EASTERN AVE,554200
166 548 811,7 ARCH ST,627900
166 548 812,11 ARCH ST,661000
166 548 813,13 ARCH ST,587500
166 548 814,21 ARCH ST,784700
166 548 815,29 ARCH ST,662000
166 548 816,31 ARCH ST,657900
166 548 818,39 ARCH ST,637300
166 549 901,48 ARCH ST,568500
166 549 902,44 ARCH ST,543500
166 549 903,40 ARCH ST,537100
166 549 904,30 ARCH ST,591400
166 549 905,36 ARCH ST,569300
166 549 908A,ARCH ST,26300
166 549 908B,22 ARCH ST,471100
166 549 909,18 ARCH ST,494700
166 549 910,16 ARCH ST,500000
166 549 911,12 ARCH ST,541500
166 549 912,1367 EASTERN AVE,688000
166 549 913,105 107 BELLVALE ST,795100
166 549 914,111 113 BELLVALE ST,794300
166 549 915,115 BELLVALE ST,709600
166 549 916,119 BELLVALE ST,618900
166 549 917,123 BELLVALE ST,565700
166 549 918,131 BELLVALE ST,735300
166 549 919,135 BELLVALE ST,524700
166 549 920,139 BELLVALE ST,521600
166 549 921,143 BELLVALE ST,603100
166 549 922,290 LYNN ST,549300
166 549 923,286 LYNN ST,556400
166 549 924,121 BELLVALE ST,534700
166 550 001,148 BELLVALE ST,499500
166 550 002,142 BELLVALE ST,522700
166 550 003,140 BELLVALE ST,604400
166 550 004,136 BELLVALE ST,546900
166 550 005,130 BELLVALE ST,661000
166 550 006,124 BELLVALE ST,692600
166 550 007,116 BELLVALE ST,602600
166 550 008,110 BELLVALE ST,563200
166 550 009,1387 EASTERN AVE,692900
166 550 010,1 3 ANDREW ST,819000
166 550 011,5 ANDREW ST,623300
166 550 012,11 ANDREW ST,641800
166 550 013,15 ANDREW ST,675100
166 550 014,21 ANDREW ST,662900
166 550 015,25 ANDREW ST,556400
166 550 016,29 ANDREW ST,567900
166 550 017,304 LYNN ST,923400
166 550 018,35 ANDREW ST,711200
166 550 019,306 LYNN ST,530600
166 550 020,120 BELLVALE ST,729200
167 542 203,24 MARVIN ST,710600
167 542 207,126 CLEVELAND ST,718700
167 542 212,118 CLEVELAND ST,627900
167 542 245,BLAINE ST,62200
167 542 246,BLAINE ST,28200
167 542 247,BLAINE ST,90800
167 542 248,BLAINE ST,36500
167 542 249,BLAINE ST,28200
167 542 250,BLAINE ST,28200
167 542 251,BLAINE ST,28200
167 542 252,57 BLAINE ST,729600
167 542 253 47,47 BLAINE ST A,475400
167 542 253 49,49 BLAINE ST B,536000
167 542 255,43 BLAINE ST,647100
167 542 256,37 39 BLAINE ST,904900
167 542 257,33 BLAINE ST,564900
167 542 258,27 BLAINE ST,520700
167 542 259,25 BLAINE ST,711600
167 542 260,21 BLAINE ST,718400
167 542 261,17 BLAINE ST,544400
167 542 262,13 BLAINE ST,587700
167 542 263,9 BLAINE ST,549400
167 542 264,5 BLAINE ST,780600
167 542 265,355 LYNN ST,995700
167 542 266,351 LYNN ST,727900
167 542 267,46 CLEVELAND ST,630600
